host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price_type,minimum_nights_range,number_of_reviews_range,reviews_per_month_range,calculated_host_listings_range,availability_365_range,last_review_year,last_review_month
205144781,Evelyn,Brooklyn,Crown Heights,40.675,-73.92358,Entire home/apt,85,1,53,4.68,1,306,Low,Less than 3,51 to 75,4 to 6,Less than 2,300+,2019.0,5.0
10229087,Kais,Queens,Ditmars Steinway,40.77214,-73.89169,Private room,52,1,39,3.38,4,353,Low,Less than 3,26 to 50,4 to 6,2 to 5,300+,2019.0,4.0
202329412,Anthony Michel,Brooklyn,Crown Heights,40.66516,-73.94097,Private room,46,1,13,1.13,1,301,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,5.0
189625025,Mary And Ryan,Brooklyn,Williamsburg,40.70756,-73.94269,Private room,76,2,29,2.54,2,330,Low,Less than 3,26 to 50,Less than 3,Less than 2,300+,2019.0,6.0
189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.70936,-73.94427,Private room,86,2,28,2.61,3,365,Low,Less than 3,26 to 50,Less than 3,2 to 5,300+,2019.0,6.0
10229087,Kais,Queens,Ditmars Steinway,40.77309,-73.89256,Private room,85,1,41,3.66,4,349,Low,Less than 3,26 to 50,4 to 6,2 to 5,300+,2019.0,7.0
205227236,Anne,Manhattan,West Village,40.73394,-74.00175,Entire home/apt,200,2,3,0.27,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,3.0
205234874,Petera,Brooklyn,Bedford-Stuyvesant,40.69128,-73.94311,Private room,60,2,24,2.22,2,360,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
134521683,Kathy,Manhattan,East Village,40.72401,-73.98154,Private room,50,30,3,0.3,2,34,Low,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
10229087,Kais,Queens,Ditmars Steinway,40.77248,-73.89263,Private room,52,1,32,2.83,4,355,Low,Less than 3,26 to 50,Less than 3,2 to 5,300+,2019.0,5.0
205243076,Diana,Queens,Cambria Heights,40.69159,-73.73658,Private room,65,2,27,2.34,2,79,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
303926,Kay,Brooklyn,Cypress Hills,40.68351,-73.88448,Entire home/apt,89,2,14,1.48,2,180,Low,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,9.0
1110299,Loreta,Queens,Ridgewood,40.70108,-73.90222,Entire home/apt,120,2,3,0.27,1,40,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
14317115,Samantha,Manhattan,Kips Bay,40.74075,-73.97674,Entire home/apt,86,1,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
130006475,Nadira,Brooklyn,Midwood,40.62771,-73.96381,Private room,40,1,22,1.9,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
84825183,Antoine,Manhattan,Hell's Kitchen,40.76243,-73.99078,Private room,95,3,3,0.26,1,5,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,5.0
14487073,Jeremy,Brooklyn,Bushwick,40.70382,-73.91456,Entire home/apt,250,2,25,2.37,2,260,High,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,1.0
427019,Oh,Brooklyn,Williamsburg,40.70713,-73.92918,Private room,55,2,18,1.61,2,5,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.70757,-73.94466,Private room,86,2,23,2.18,3,365,Low,Less than 3,0 to 25,Less than 3,2 to 5,300+,2019.0,1.0
189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.7089,-73.94447,Private room,86,2,17,1.53,3,342,Low,Less than 3,0 to 25,Less than 3,2 to 5,300+,2019.0,2.0
4089207,Mondell,Brooklyn,Bedford-Stuyvesant,40.68571,-73.93868,Entire home/apt,250,3,22,1.94,2,314,High,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,7.0
49435345,Caitlin,Manhattan,Inwood,40.86813,-73.92393,Private room,50,30,9,0.81,1,57,Low,10+,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
114887819,Fernando,Brooklyn,Bushwick,40.69752,-73.93497,Entire home/apt,245,2,5,0.79,1,128,High,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,3.0
204348856,Ellie,Manhattan,Midtown,40.7562,-73.96796,Entire home/apt,125,1,35,3.37,1,35,Medium,Less than 3,26 to 50,4 to 6,Less than 2,Less than 100,2019.0,6.0
119826595,Juan,Bronx,Mott Haven,40.81192,-73.91781,Entire home/apt,132,1,44,3.91,1,103,Medium,Less than 3,26 to 50,4 to 6,Less than 2,100 to 200,2019.0,6.0
205358796,Shana,Manhattan,Harlem,40.80765,-73.95484,Entire home/apt,112,3,4,0.37,1,24,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,3.0
26302195,Michael,Brooklyn,Williamsburg,40.70562,-73.92734,Private room,65,1,2,0.44,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
204786430,Shamyra,Queens,Ridgewood,40.70665,-73.90969,Private room,53,7,4,0.36,2,0,Low,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
158181451,Sophia,Queens,Flushing,40.74702,-73.82618,Private room,38,28,0,0.0,1,123,Low,10+,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
930201,Lilian,Manhattan,East Village,40.72817,-73.9773,Private room,81,5,9,0.97,1,110,Low,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
28943965,Daniel,Brooklyn,Bedford-Stuyvesant,40.68593,-73.94628,Private room,55,2,3,0.29,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
3662122,Tina,Brooklyn,Bushwick,40.70743,-73.92294,Entire home/apt,175,4,7,0.63,3,54,Medium,4 to 6,0 to 25,Less than 3,2 to 5,Less than 100,2018.0,5.0
52140932,Diana And Peter,Brooklyn,Bedford-Stuyvesant,40.6838,-73.95161,Private room,60,2,25,2.29,7,349,Low,Less than 3,0 to 25,Less than 3,5 to 10,300+,2019.0,12.0
204527108,Nina,Brooklyn,Williamsburg,40.71796,-73.957,Private room,87,30,2,2.0,3,310,Low,10+,0 to 25,Less than 3,2 to 5,300+,2019.0,6.0
204527108,Nina,Brooklyn,Williamsburg,40.71918,-73.95735,Private room,87,30,0,0.0,3,310,Low,10+,0 to 25,No Review,2 to 5,300+,No Review,No Review
204527108,Nina,Brooklyn,Williamsburg,40.71763,-73.95594,Private room,87,30,0,0.0,3,310,Low,10+,0 to 25,No Review,2 to 5,300+,No Review,No Review
52140932,Diana And Peter,Brooklyn,Bedford-Stuyvesant,40.68511,-73.94948,Private room,65,2,21,1.95,7,362,Low,Less than 3,0 to 25,Less than 3,5 to 10,300+,2019.0,6.0
193289800,Claire,Manhattan,West Village,40.73214,-74.00531,Entire home/apt,120,2,14,1.24,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
205530337,Nina,Queens,Ridgewood,40.70161,-73.90556,Private room,45,30,0,0.0,8,312,Low,10+,0 to 25,No Review,5 to 10,300+,No Review,No Review
205530337,Nina,Queens,Ridgewood,40.70296,-73.9056,Private room,45,30,1,0.14,8,314,Low,10+,0 to 25,Less than 3,5 to 10,300+,2018.0,12.0
205530337,Nina,Queens,Ridgewood,40.70176,-73.90435,Private room,45,30,1,0.71,8,347,Low,10+,0 to 25,Less than 3,5 to 10,300+,2019.0,5.0
205530337,Nina,Queens,Ridgewood,40.70378,-73.90582,Private room,45,30,1,0.14,8,163,Low,10+,0 to 25,Less than 3,5 to 10,100 to 200,2018.0,11.0
205530337,Nina,Queens,Ridgewood,40.701,-73.90607,Private room,45,30,1,0.54,8,321,Low,10+,0 to 25,Less than 3,5 to 10,300+,2019.0,5.0
205530337,Nina,Queens,Ridgewood,40.70285,-73.90411,Private room,45,30,1,0.77,8,331,Low,10+,0 to 25,Less than 3,5 to 10,300+,2019.0,1.0
205530337,Nina,Queens,Ridgewood,40.70175,-73.90552,Private room,45,30,0,0.0,8,340,Low,10+,0 to 25,No Review,5 to 10,300+,No Review,No Review
205543083,Sandra,Queens,Woodhaven,40.6905,-73.86117,Private room,80,3,4,0.36,1,342,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,2.0
35645017,Clara,Manhattan,East Harlem,40.7962,-73.94894,Private room,85,1,6,0.53,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
606154,Sam,Manhattan,Gramercy,40.73508,-73.98477,Entire home/apt,118,3,21,1.86,2,10,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
205564408,Patrick,Manhattan,East Village,40.72701,-73.97909,Private room,50,1,5,0.46,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,12.0
180212824,Samet,Manhattan,Upper East Side,40.76618,-73.9562,Private room,99,1,18,1.66,5,0,Low,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,9.0
194684765,James,Brooklyn,Bedford-Stuyvesant,40.68855,-73.9443,Entire home/apt,204,5,28,2.96,1,225,High,4 to 6,26 to 50,Less than 3,Less than 2,200 to 300,2019.0,8.0
205606415,Paola,Manhattan,Nolita,40.72159,-73.9962,Entire home/apt,220,1,28,2.52,1,45,High,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,5.0
57724903,Treasure,Manhattan,Theater District,40.76193,-73.98236,Entire home/apt,325,7,0,0.0,1,0,High,7 to 9,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
8593113,Salem,Brooklyn,Red Hook,40.67349,-74.00589,Private room,81,1,7,0.66,2,48,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
99137905,Valentina,Bronx,Wakefield,40.88878,-73.86349,Private room,60,1,1,0.17,1,269,Low,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,1.0
8593113,Salem,Brooklyn,Red Hook,40.67381,-74.00762,Private room,50,1,25,2.17,2,351,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
203982404,Maxime C/Armande C,Manhattan,East Harlem,40.8087,-73.93897,Private room,90,2,38,3.36,6,0,Low,Less than 3,26 to 50,4 to 6,5 to 10,Less than 100,2019.0,6.0
24000784,Robert,Brooklyn,Sunset Park,40.64431,-74.01261,Private room,45,1,7,0.75,4,32,Low,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,1.0
200754542,Kent,Queens,Breezy Point,40.56568,-73.87009,Private room,195,1,1,0.09,2,59,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
205684793,Cynthia,Queens,Woodhaven,40.69062,-73.84747,Entire home/apt,170,5,1,0.09,2,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
10457196,Richard,Manhattan,Little Italy,40.71927,-73.99451,Entire home/apt,140,30,3,0.31,11,104,Medium,10+,0 to 25,Less than 3,10+,100 to 200,2018.0,11.0
14381199,Juliana,Brooklyn,Bedford-Stuyvesant,40.6855,-73.95677,Entire home/apt,125,3,20,1.94,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
205697848,Carly,Manhattan,Hell's Kitchen,40.76435,-73.99298,Private room,85,1,8,0.7,1,30,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,4.0
190324721,Jun Jun,Queens,Flushing,40.76003,-73.83307,Private room,73,1,25,2.43,4,317,Low,Less than 3,0 to 25,Less than 3,2 to 5,300+,2019.0,6.0
66495651,Brittany,Manhattan,Harlem,40.82209,-73.95423,Private room,100,1,0,0.0,1,302,Low,Less than 3,0 to 25,No Review,Less than 2,300+,No Review,No Review
42637974,Valentina,Brooklyn,Crown Heights,40.67782,-73.9474,Entire home/apt,90,7,0,0.0,1,0,Low,7 to 9,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
14297465,Thomas,Brooklyn,Crown Heights,40.67189,-73.95624,Entire home/apt,135,3,42,3.82,1,100,Medium,Less than 3,26 to 50,4 to 6,Less than 2,Less than 100,2019.0,5.0
3819001,Tracy,Brooklyn,South Slope,40.66477,-73.97999,Private room,60,1,18,1.65,2,308,Low,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,11.0
205777414,Jenny,Manhattan,West Village,40.73858,-74.00619,Entire home/apt,199,4,1,0.1,1,232,Medium,4 to 6,0 to 25,Less than 3,Less than 2,200 to 300,2018.0,9.0
205745676,Liqin,Queens,Flushing,40.75749,-73.81983,Private room,80,1,33,2.87,9,365,Low,Less than 3,26 to 50,Less than 3,5 to 10,300+,2019.0,7.0
89589630,Yaw,Brooklyn,Bushwick,40.69629,-73.91351,Private room,50,1,86,7.7,1,198,Low,Less than 3,76 to 100,6+,Less than 2,100 to 200,2019.0,6.0
36494687,Esther,Manhattan,East Village,40.72071,-73.97822,Private room,55,5,2,0.18,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
94214493,Dadrine,Brooklyn,East Flatbush,40.65473,-73.91846,Private room,80,7,1,0.16,9,365,Low,7 to 9,0 to 25,Less than 3,5 to 10,300+,2019.0,1.0
205745676,Liqin,Queens,Flushing,40.75897,-73.82011,Private room,95,1,30,2.66,9,353,Low,Less than 3,26 to 50,Less than 3,5 to 10,300+,2019.0,7.0
205813359,Ivin,Manhattan,Harlem,40.82469,-73.94176,Entire home/apt,120,2,25,2.43,1,180,Medium,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
205820814,Luz,Bronx,Highbridge,40.83454,-73.92751,Private room,10,1,0,0.0,1,180,Low,Less than 3,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
25459,Christine,Manhattan,Harlem,40.82698,-73.93871,Private room,40,1,22,2.33,2,105,Low,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
17866326,Rony,Brooklyn,Bushwick,40.68636,-73.90731,Private room,50,4,2,0.18,2,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
205930301,Robert,Brooklyn,Bushwick,40.693,-73.91078,Entire home/apt,99,1,79,7.18,1,173,Low,Less than 3,76 to 100,6+,Less than 2,100 to 200,2019.0,6.0
205952285,Angela,Brooklyn,Bedford-Stuyvesant,40.6874,-73.95036,Private room,65,2,32,2.89,1,37,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
80381355,Mary,Manhattan,Inwood,40.86912,-73.92183,Entire home/apt,195,2,6,0.53,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,3.0
18884557,A-B,Manhattan,West Village,40.73494,-74.00463,Entire home/apt,150,30,1,1.0,1,86,Medium,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
205969507,Chelsea,Manhattan,Chelsea,40.75313,-74.00235,Private room,120,1,4,0.56,1,5,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
205684793,Cynthia,Queens,Woodhaven,40.69109,-73.84846,Entire home/apt,170,5,4,0.44,2,0,Medium,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,12.0
177825782,Ada,Queens,Jackson Heights,40.75212,-73.88248,Private room,80,4,3,0.3,2,175,Low,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2018.0,11.0
30585124,Rawn,Bronx,Longwood,40.81822,-73.90812,Private room,35,5,8,0.77,2,179,Low,4 to 6,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,2.0
74678395,Gabriela,Brooklyn,Bushwick,40.70624,-73.9177,Entire home/apt,130,5,14,1.24,1,305,Medium,4 to 6,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
205999048,Clara,Queens,Flushing,40.73717,-73.80847,Private room,30,1,16,1.46,1,153,Low,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
205998016,Pilar,Brooklyn,Bedford-Stuyvesant,40.6889,-73.93733,Private room,53,2,40,3.79,1,13,Low,Less than 3,26 to 50,4 to 6,Less than 2,Less than 100,2019.0,6.0
203169632,Max,Manhattan,Upper East Side,40.77134,-73.95498,Entire home/apt,350,2,24,2.48,1,242,High,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,6.0
205131610,Steven,Brooklyn,Canarsie,40.64228,-73.90819,Private room,50,2,5,0.5,3,180,Low,Less than 3,0 to 25,Less than 3,2 to 5,100 to 200,2019.0,2.0
45767988,Miki,Brooklyn,Flatbush,40.63876,-73.96025,Entire home/apt,250,1,0,0.0,1,17,High,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
21621071,Ala,Brooklyn,Bedford-Stuyvesant,40.69156,-73.94846,Private room,30,4,3,0.27,1,0,Low,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
206009618,Keilyn,Brooklyn,Bushwick,40.70055,-73.93024,Private room,56,2,32,2.97,1,158,Low,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2019.0,6.0
59880594,Margaret,Manhattan,East Harlem,40.79832,-73.9398,Private room,98,2,18,1.86,1,209,Low,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,6.0
133298502,Dalila,Brooklyn,Flatbush,40.6498,-73.95592,Private room,100,1,0,0.0,1,0,Low,Less than 3,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
206040990,Alejandro,Brooklyn,Williamsburg,40.71425,-73.9623,Entire home/apt,290,5,0,0.0,1,0,High,4 to 6,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
204036615,Jehan,Bronx,Allerton,40.87015,-73.85582,Entire home/apt,75,4,35,3.13,1,169,Low,4 to 6,26 to 50,4 to 6,Less than 2,100 to 200,2019.0,1.0
10849252,Leslie,Brooklyn,Park Slope,40.6726,-73.98195,Entire home/apt,130,2,24,3.27,1,2,Medium,Less than 3,0 to 25,4 to 6,Less than 2,Less than 100,2019.0,1.0
4901731,Joachim,Manhattan,East Village,40.72875,-73.98443,Private room,98,2,15,1.49,1,29,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
61100797,Haley,Manhattan,Upper East Side,40.76841,-73.95402,Entire home/apt,180,2,23,2.04,1,2,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
28380119,Johnny,Brooklyn,Williamsburg,40.71133,-73.96806,Entire home/apt,250,4,4,0.38,1,0,High,4 to 6,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
41287915,Larry,Brooklyn,Bushwick,40.69743,-73.92929,Private room,75,1,27,2.45,1,29,Low,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,6.0
21940136,Ben,Manhattan,Nolita,40.72191,-73.99592,Entire home/apt,300,3,52,5.2,1,119,High,Less than 3,51 to 75,4 to 6,Less than 2,100 to 200,2019.0,5.0
13642054,Russell,Brooklyn,Bedford-Stuyvesant,40.67936,-73.91375,Entire home/apt,180,2,30,2.77,1,69,Medium,Less than 3,26 to 50,Less than 3,Less than 2,Less than 100,2019.0,11.0
204744401,Howard,Manhattan,Kips Bay,40.73968,-73.98217,Entire home/apt,199,5,18,1.65,1,248,Medium,4 to 6,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,4.0
47782497,Robianddebbie,Brooklyn,East New York,40.66983,-73.87745,Private room,65,7,16,1.42,3,287,Low,7 to 9,0 to 25,Less than 3,2 to 5,200 to 300,2019.0,6.0
47782497,Robianddebbie,Brooklyn,East New York,40.67061,-73.8759,Private room,45,7,24,2.11,3,313,Low,7 to 9,0 to 25,Less than 3,2 to 5,300+,2019.0,6.0
74323368,Joan,Manhattan,Harlem,40.81968,-73.9436,Private room,90,2,39,3.42,1,29,Low,Less than 3,26 to 50,4 to 6,Less than 2,Less than 100,2019.0,2.0
7210713,Andrew,Brooklyn,Bedford-Stuyvesant,40.69519,-73.95465,Entire home/apt,150,2,12,1.09,1,0,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
63312104,Max,Queens,Flushing,40.74764,-73.81795,Private room,55,1,37,3.31,6,364,Low,Less than 3,26 to 50,4 to 6,5 to 10,300+,2019.0,3.0
15145474,Denisse,Queens,Ozone Park,40.68221,-73.8457,Private room,51,4,27,2.45,4,87,Low,4 to 6,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,6.0
3508047,Brian,Brooklyn,Bushwick,40.70024,-73.924,Private room,45,3,2,0.18,3,0,Low,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2018.0,8.0
13639385,Farah,Brooklyn,Crown Heights,40.67713,-73.94137,Private room,60,3,0,0.0,1,179,Low,Less than 3,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
63312104,Max,Queens,Flushing,40.74766,-73.81942,Private room,60,1,38,3.52,6,363,Low,Less than 3,26 to 50,4 to 6,5 to 10,300+,2019.0,6.0
26278289,Erika,Manhattan,Greenwich Village,40.72862,-74.00054,Entire home/apt,300,4,0,0.0,1,188,High,4 to 6,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
1603942,James,Brooklyn,Fort Greene,40.68712,-73.97768,Entire home/apt,375,20,2,0.25,2,0,High,10+,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
23341244,Oxana,Brooklyn,Sheepshead Bay,40.59356,-73.95869,Entire home/apt,64,30,0,0.0,1,0,Low,10+,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
9880191,Patty,Brooklyn,Williamsburg,40.71353,-73.94162,Private room,125,1,4,0.39,2,8,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,10.0
9880191,Patty,Brooklyn,Williamsburg,40.71449,-73.94195,Entire home/apt,250,2,3,0.32,2,0,High,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,1.0
206217143,Isidro,Manhattan,Harlem,40.81968,-73.93858,Private room,40,1,7,0.64,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
18404082,Alexander,Staten Island,Grymes Hill,40.6157,-74.0985,Private room,89,1,1,0.12,1,65,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,4.0
206227910,Maria,Manhattan,East Village,40.72239,-73.9821,Private room,80,3,23,2.09,1,9,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,2.0
80543188,Shamira,Bronx,Fordham,40.86299,-73.89088,Private room,75,2,14,1.26,1,210,Low,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2019.0,1.0
59808986,Elen,Brooklyn,East Flatbush,40.64933,-73.94539,Entire home/apt,110,1,57,5.06,3,223,Medium,Less than 3,51 to 75,4 to 6,2 to 5,200 to 300,2019.0,10.0
195704869,Mauro,Brooklyn,South Slope,40.66793,-73.98934,Entire home/apt,150,3,22,2.18,1,144,Medium,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,7.0
6584607,Henry,Brooklyn,Williamsburg,40.71784,-73.96363,Private room,90,1,18,1.62,2,9,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
45241930,Juline,Manhattan,Murray Hill,40.74416,-73.9727,Entire home/apt,175,29,5,0.74,3,49,Medium,10+,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,5.0
206260220,Idalia,Queens,Jackson Heights,40.75589,-73.85755,Private room,60,1,38,3.76,1,315,Low,Less than 3,26 to 50,4 to 6,Less than 2,300+,2019.0,7.0
15334096,John,Brooklyn,Williamsburg,40.71448,-73.95198,Entire home/apt,310,4,0,0.0,1,87,High,4 to 6,0 to 25,No Review,Less than 2,Less than 100,No Review,No Review
17506009,Jeff,Manhattan,Chelsea,40.74564,-74.0006,Entire home/apt,200,1,12,1.09,1,6,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,5.0
196557649,Erica,Queens,Edgemere,40.59684,-73.76873,Entire home/apt,200,1,7,0.62,2,311,Medium,Less than 3,0 to 25,Less than 3,Less than 2,300+,2019.0,6.0
10606156,Eric,Brooklyn,Greenpoint,40.7244,-73.95435,Entire home/apt,75,4,0,0.0,2,177,Low,4 to 6,0 to 25,No Review,Less than 2,100 to 200,No Review,No Review
14898658,Chadanut,Brooklyn,Kensington,40.64205,-73.98049,Private room,40,1,19,1.69,11,28,Low,Less than 3,0 to 25,Less than 3,10+,Less than 100,2019.0,6.0
206313609,Lily,Brooklyn,Bensonhurst,40.60557,-73.99799,Entire home/apt,123,2,27,2.57,2,128,Medium,Less than 3,26 to 50,Less than 3,Less than 2,100 to 200,2019.0,6.0
9738823,Sam,Manhattan,Hell's Kitchen,40.76335,-73.98737,Private room,150,2,41,4.17,1,67,Medium,Less than 3,26 to 50,4 to 6,Less than 2,Less than 100,2019.0,6.0
8346419,Yana,Brooklyn,Bushwick,40.70296,-73.91755,Private room,47,7,2,0.18,1,0,Low,7 to 9,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,12.0
206359223,Abraham,Brooklyn,Bedford-Stuyvesant,40.68033,-73.91023,Private room,31,30,1,0.1,1,62,Low,10+,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,11.0
68170006,Charles,Queens,Astoria,40.75519,-73.91582,Private room,54,2,2,0.2,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,9.0
84683441,Brian,Brooklyn,Sunset Park,40.65945,-73.99383,Entire home/apt,100,2,12,1.08,1,2,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,1.0
895135,Suanny,Brooklyn,Williamsburg,40.70732,-73.94536,Private room,130,3,12,1.08,3,90,Medium,Less than 3,0 to 25,Less than 3,2 to 5,Less than 100,2019.0,2.0
119531605,Nicole,Manhattan,Upper West Side,40.7737,-73.99027,Private room,99,1,7,0.61,1,0,Low,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2018.0,8.0
206400943,Homemattie,Queens,Richmond Hill,40.69103,-73.83407,Entire home/apt,150,3,6,0.55,1,162,Medium,Less than 3,0 to 25,Less than 3,Less than 2,100 to 200,2019.0,6.0
4406629,Peter,Brooklyn,Bedford-Stuyvesant,40.69228,-73.94566,Private room,50,30,15,1.36,1,179,Low,10+,0 to 25,Less than 3,Less than 2,100 to 200,2018.0,3.0
95564806,Olvin,Brooklyn,Brownsville,40.6604,-73.91227,Private room,59,2,32,2.85,3,0,Low,Less than 3,26 to 50,Less than 3,2 to 5,Less than 100,2019.0,6.0
206451695,Vanessa,Manhattan,Hell's Kitchen,40.7594,-73.99748,Private room,180,4,10,0.91,3,365,Medium,4 to 6,0 to 25,Less than 3,2 to 5,300+,2019.0,6.0
206313609,Lily,Brooklyn,Bensonhurst,40.60569,-73.99823,Entire home/apt,113,3,24,2.22,2,96,Medium,Less than 3,0 to 25,Less than 3,Less than 2,Less than 100,2019.0,6.0
205745676,Liqin,Queens,Flushing,40.75902,-73.82099,Private room,80,1,30,2.69,9,189,Low,Less than 3,26 to 50,Less than 3,5 to 10,100 to 200,2019.0,6.0
33905781,Rwaida,Queens,Astoria,40.76756,-73.91798,Private room,45,2,4,0.37,1,249,Low,Less than 3,0 to 25,Less than 3,Less than 2,200 to 300,2018.0,9.0
